"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Models/Environment/Plants/GreenPlant/M_GreenPlant.M_GreenPlant","0","26","28","1","67.452347","0","28"
"/Game/Models/Environment/Plants/TallPlant/M_TallPlant.M_TallPlant","0","24","24","1","69.507118","0","24"
"/Game/Models/Weapons/Arrow/M_Arrow.M_Arrow","0","12","12","1","0.000000","0","12"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","234","244","6","777.777771","0","244"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","63","1","205.151718","0","63"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","242","260","6","879.406616","0","260"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","3.849118","0","12"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","24","1","78.094429","0","24"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","12","1","33.069401","0","12"
"/InterchangeAssets/gltf/M_Default.M_Default","0","242","260","6","706.052307","0","260"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","234","244","6","683.107178","0","244"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","33","33","1","105.157623","0","33"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","76","76","2","446.865845","0","76"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","33","33","1","111.518097","0","33"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","54","54","1","74.234077","0","54"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","40","46","2","7.817122","0","46"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","24","24","1","82.737595","0","24"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","60","63","1","118.834595","0","63"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","60","63","1","0.000000","0","63"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","25","27","1","1.877573","0","27"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","27","29","1","46.299877","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","25","27","1","1.988527","0","27"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","54","0","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","80","0","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","123","0","1","0.000000","0","0"
"Globals","49","7034","0","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","3","3","1","0.000000","0","3"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","3","3","1","0.000000","0","3"
"","49","64","0","1","0.000000","65","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","16","18","1","30.060999","0","18"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","27","29","1","25.792786","0","29"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","2","2","1","1.325872","0","2"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","5","6","1","0.000000","0","6"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","2","2","1","0.000000","0","2"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","30","32","1","36.683979","0","32"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","24","24","1","45.002808","0","24"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","77","77","1","201.554855","0","77"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","5","6","1","1.077588","0","6"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","11","13","1","5.463329","0","13"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","3","3","1","0.000000","0","3"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","24","24","1","45.050201","0","24"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","3","3","1","0.000000","0","3"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","12","12","1","29.626432","0","12"
"/Engine/VREditor/TransformGizmo/Main.Main","49","3","3","1","0.000000","0","3"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","25","25","1","0.000000","0","25"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","47","47","1","173.059082","0","47"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","47","47","1","171.102417","0","47"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","68","68","1","130.105942","0","68"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","24","24","1","50.371231","0","24"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","10","10","1","0.000000","0","10"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","8","9","1","0.000000","0","9"
"/ControlRig/M_Manip.M_Manip","49","8","9","1","0.494509","0","9"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","44","50","2","2.562675","0","50"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","8","9","1","0.000000","0","9"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","60","63","1","78.021835","0","63"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","98","104","1","70.833450","0","104"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","60","63","1","0.000000","0","63"
"/Game/Materials/BasicMaterials/M_SolidColor.M_SolidColor","49","32","32","1","78.958290","0","32"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","2","2","1","0.909173","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","1.036561","0","5"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","49","54","6","4.033553","0","57"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","98","104","1","79.346985","0","104"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","100","100","1","15.091638","0","100"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","87","87","1","0.000000","0","87"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","123","123","1","139.998734","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1318","1341","1","0.000000","0","1341"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","29","31","1","23.717655","0","31"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","10","10","1","0.000000","0","10"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","13","13","1","0.000000","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","1.277544","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","1.500257","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","13","13","1","0.000000","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","13","13","1","0.000000","0","13"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","58","62","1","55.219013","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","84","88","1","100.684708","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","242","252","6","383.129181","0","252"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","152","162","6","20.316668","0","162"
"/InterchangeAssets/gltf/M_Default.M_Default","49","250","268","6","399.329712","0","268"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","250","268","6","421.898285","0","268"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","242","252","6","400.322388","0","252"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","76","76","2","190.826752","0","76"
"/Game/Models/Environment/Well/M_Well.M_Well","49","13","14","1","0.000000","0","14"
"/Game/Models/Weapons/Axe/M_Axe.M_Axe","49","13","14","1","0.000000","0","14"
"/Game/Models/Weapons/Sword/M_Sword.M_Sword","49","34","36","1","0.000000","0","36"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","1.046961","0","5"
"/Game/Models/Environment/Tree/NormalTree/M_Tree.M_Tree","49","38","40","1","0.000000","0","40"
"/Game/Models/Environment/Tree/BigTree/M_BigTree.M_BigTree","49","12","12","1","0.000000","0","12"
"/Game/Models/Environment/Plants/TallPlant/M_TallPlant.M_TallPlant","49","32","32","1","59.554867","0","32"
"/Game/Models/Environment/Campfire/M_Campfire.M_Campfire","49","21","22","1","43.610970","0","22"
"/Game/Models/Weapons/Arrow/M_Arrow.M_Arrow","49","20","20","1","0.000000","0","20"
"/Game/Materials/M_Skybox.M_Skybox","49","5","6","1","0.000000","0","6"
"/Game/Models/Environment/Plants/GreenPlant/M_GreenPlant.M_GreenPlant","49","34","36","1","76.906929","0","36"
"/Game/Models/Goblin/M_Goblin.M_Goblin","49","34","36","1","0.000000","0","36"
"/Game/Models/Slime/M_Slime.M_Slime","49","20","20","1","59.880020","0","20"
"/Game/Models/Knight/M_Knight.M_Knight","49","34","36","1","80.936531","0","36"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","25","25","1","0.193318","0","25"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","1.123448","0","5"
